event_id,canonical_row_6104,original_index,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,R_model_state_for_iv_model,unit_note
LZW-E003391,3391,3391,1.87386e-07,0.00317,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003392,3392,3392,1.87389e-07,0.00317,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003393,3393,3393,1.87391e-07,0.00317,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003394,3394,3394,1.87387e-07,0.00317,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003395,3395,3395,1.87385e-07,0.00317,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003396,3396,3396,1.87389e-07,0.00317,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003397,3397,3397,1.87385e-07,0.00317,0.05047,0.0001243103448275862,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003398,3398,3398,1.87386e-07,0.00317,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003399,3399,3399,1.87384e-07,0.00317,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003400,3400,3400,1.87383e-07,0.00317,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003401,3401,3401,1.87387e-07,0.00317,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003402,3402,3402,1.87383e-07,0.00317,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003403,3403,3403,1.87387e-07,0.00317,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003404,3404,3404,1.87391e-07,0.00317,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003405,3405,3405,1.87393e-07,0.00317,0.05037,0.000124064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003406,3406,3406,1.87391e-07,0.00317,0.05037,0.000124064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003407,3407,3407,1.87391e-07,0.00317,0.05037,0.000124064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003408,3408,3408,1.87387e-07,0.00317,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003409,3409,3409,1.87383e-07,0.00317,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003410,3410,3410,1.87384e-07,0.00317,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003411,3411,3411,1.87379e-07,0.00317,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003412,3412,3412,1.87381e-07,0.00317,0.0504,0.00012413793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003413,3413,3413,1.8738000000000005e-07,0.00317,0.0504,0.00012413793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003414,3414,3414,1.87381e-07,0.00317,0.05039,0.00012411330049261082,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003415,3415,3415,1.87384e-07,0.00317,0.05035,0.00012401477832512314,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003416,3416,3416,1.87386e-07,0.00317,0.05032,0.0001239408866995074,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003417,3417,3417,1.87391e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003418,3418,3418,1.8739e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003419,3419,3419,1.87391e-07,0.00317,0.05028,0.0001238423645320197,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003420,3420,3420,1.87389e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003421,3421,3421,1.87389e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003422,3422,3422,1.87386e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003423,3423,3423,1.87385e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003424,3424,3424,1.87389e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003425,3425,3425,1.87386e-07,0.00317,0.05031,0.00012391625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003426,3426,3426,1.87381e-07,0.00317,0.05034,0.00012399014778325125,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003427,3427,3427,1.87384e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003428,3428,3428,1.87387e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003429,3429,3429,1.87386e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003430,3430,3430,1.87381e-07,0.00317,0.05029,0.00012386699507389162,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003431,3431,3431,1.87383e-07,0.00317,0.05028,0.0001238423645320197,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003432,3432,3432,1.87384e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003433,3433,3433,1.87385e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003434,3434,3434,1.87386e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003435,3435,3435,1.87385e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003436,3436,3436,1.87387e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003437,3437,3437,1.87384e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003438,3438,3438,1.87382e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003439,3439,3439,1.87382e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003440,3440,3440,1.87377e-07,0.00317,0.05028,0.0001238423645320197,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003441,3441,3441,1.8738000000000005e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003442,3442,3442,1.87382e-07,0.00317,0.05023,0.00012371921182266008,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003443,3443,3443,1.87381e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003444,3444,3444,1.87382e-07,0.00317,0.05023,0.00012371921182266008,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003445,3445,3445,1.8738000000000005e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003446,3446,3446,1.87379e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003447,3447,3447,1.8738000000000005e-07,0.00317,0.05023,0.00012371921182266008,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003448,3448,3448,1.87377e-07,0.00317,0.05024,0.00012374384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003449,3449,3449,1.87373e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003450,3450,3450,1.87371e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003451,3451,3451,1.87374e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003452,3452,3452,1.87369e-07,0.00317,0.05028,0.0001238423645320197,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003453,3453,3453,1.8737e-07,0.00317,0.05027,0.0001238177339901478,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003454,3454,3454,1.87371e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003455,3455,3455,1.87373e-07,0.00317,0.05025,0.00012376847290640394,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003456,3456,3456,1.87372e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003457,3457,3457,1.87371e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003458,3458,3458,1.87368e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003459,3459,3459,1.87365e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003460,3460,3460,1.87365e-07,0.00317,0.05026,0.00012379310344827585,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003461,3461,3461,1.87359e-07,0.00317,0.0503,0.00012389162561576354,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003462,3462,3462,1.87352e-07,0.00317,0.05035,0.00012401477832512314,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003463,3463,3463,1.87355e-07,0.00317,0.05032,0.0001239408866995074,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003464,3464,3464,1.8735700000000005e-07,0.00317,0.05031,0.00012391625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003465,3465,3465,1.87354e-07,0.00317,0.05031,0.00012391625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003466,3466,3466,1.8735300000000002e-07,0.00317,0.05031,0.00012391625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003467,3467,3467,1.8735600000000005e-07,0.00317,0.05031,0.00012391625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003468,3468,3468,1.87352e-07,0.00317,0.05034,0.00012399014778325125,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003469,3469,3469,1.87352e-07,0.00317,0.05034,0.00012399014778325125,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003470,3470,3470,1.8735e-07,0.00317,0.05034,0.00012399014778325125,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003471,3471,3471,1.87346e-07,0.00317,0.05034,0.00012399014778325125,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003472,3472,3472,1.87345e-07,0.00318,0.05034,0.00012399014778325125,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003473,3473,3473,1.87338e-07,0.00318,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003474,3474,3474,1.87336e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003475,3475,3475,1.8733300000000005e-07,0.00318,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003476,3476,3476,1.87335e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003477,3477,3477,1.87338e-07,0.00318,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003478,3478,3478,1.8734e-07,0.00318,0.05036,0.00012403940886699508,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003479,3479,3479,1.87338e-07,0.00318,0.05037,0.000124064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003480,3480,3480,1.87339e-07,0.00318,0.05036,0.00012403940886699508,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003481,3481,3481,1.87334e-07,0.00318,0.05036,0.00012403940886699508,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003482,3482,3482,1.87335e-07,0.00318,0.05036,0.00012403940886699508,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003483,3483,3483,1.8733300000000005e-07,0.00318,0.05036,0.00012403940886699508,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003484,3484,3484,1.87318e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003485,3485,3485,1.87313e-07,0.00318,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003486,3486,3486,1.87315e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003487,3487,3487,1.87317e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003488,3488,3488,1.87316e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003489,3489,3489,1.87317e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003490,3490,3490,1.87317e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003491,3491,3491,1.87315e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003492,3492,3492,1.87308e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003493,3493,3493,1.87305e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003494,3494,3494,1.87308e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003495,3495,3495,1.87302e-07,0.00318,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003496,3496,3496,1.87302e-07,0.00318,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003497,3497,3497,1.87305e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003498,3498,3498,1.87308e-07,0.00318,0.05039,0.00012411330049261082,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003499,3499,3499,1.87305e-07,0.00318,0.05039,0.00012411330049261082,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003500,3500,3500,1.87306e-07,0.00318,0.05038,0.0001240886699507389,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003501,3501,3501,1.87303e-07,0.00318,0.05039,0.00012411330049261082,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003502,3502,3502,1.87301e-07,0.00318,0.05039,0.00012411330049261082,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003503,3503,3503,1.87305e-07,0.00318,0.05039,0.00012411330049261082,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003504,3504,3504,1.87299e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003505,3505,3505,1.87301e-07,0.00318,0.0504,0.00012413793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003506,3506,3506,1.873e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003507,3507,3507,1.87301e-07,0.00318,0.0504,0.00012413793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003508,3508,3508,1.873e-07,0.00318,0.0504,0.00012413793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003509,3509,3509,1.87299e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003510,3510,3510,1.87299e-07,0.00318,0.0504,0.00012413793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003511,3511,3511,1.87293e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003512,3512,3512,1.87287e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003513,3513,3513,1.87286e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003514,3514,3514,1.8728e-07,0.00318,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003515,3515,3515,1.87278e-07,0.00318,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003516,3516,3516,1.87281e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003517,3517,3517,1.87283e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003518,3518,3518,1.87282e-07,0.00318,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003519,3519,3519,1.87284e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003520,3520,3520,1.8728e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003521,3521,3521,1.87281e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003522,3522,3522,1.87283e-07,0.00318,0.05041,0.00012416256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003523,3523,3523,1.87277e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003524,3524,3524,1.87272e-07,0.00318,0.05047,0.0001243103448275862,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003525,3525,3525,1.87273e-07,0.00318,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003526,3526,3526,1.87268e-07,0.00318,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003527,3527,3527,1.87266e-07,0.00318,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003528,3528,3528,1.87266e-07,0.00318,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003529,3529,3529,1.8726e-07,0.00318,0.05049,0.00012435960591133005,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003530,3530,3530,1.87254e-07,0.00318,0.05052,0.00012443349753694583,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003531,3531,3531,1.87258e-07,0.00318,0.05047,0.0001243103448275862,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003532,3532,3532,1.87261e-07,0.00318,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003533,3533,3533,1.87261e-07,0.00318,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003534,3534,3534,1.87262e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003535,3535,3535,1.8726e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003536,3536,3536,1.8726e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003537,3537,3537,1.87261e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003538,3538,3538,1.87261e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003539,3539,3539,1.87254e-07,0.00318,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003540,3540,3540,1.87249e-07,0.00319,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003541,3541,3541,1.87249e-07,0.00319,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003542,3542,3542,1.87237e-07,0.00319,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003543,3543,3543,1.87232e-07,0.00319,0.05051,0.00012440886699507388,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003544,3544,3544,1.87233e-07,0.00319,0.0505,0.00012438423645320197,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003545,3545,3545,1.87235e-07,0.00319,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003546,3546,3546,1.87235e-07,0.00319,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003547,3547,3547,1.87237e-07,0.00319,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003548,3548,3548,1.87239e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003549,3549,3549,1.87236e-07,0.00319,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003550,3550,3550,1.87236e-07,0.00319,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003551,3551,3551,1.87237e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003552,3552,3552,1.87231e-07,0.00319,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003553,3553,3553,1.8723e-07,0.00319,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003554,3554,3554,1.87232e-07,0.00319,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003555,3555,3555,1.87226e-07,0.00319,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003556,3556,3556,1.87228e-07,0.00319,0.05047,0.0001243103448275862,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003557,3557,3557,1.87229e-07,0.00319,0.05046,0.00012428571428571428,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003558,3558,3558,1.87228e-07,0.00319,0.05047,0.0001243103448275862,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003559,3559,3559,1.87229e-07,0.00319,0.05045,0.00012426108374384237,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003560,3560,3560,1.87231e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003561,3561,3561,1.87226e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003562,3562,3562,1.87222e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003563,3563,3563,1.87221e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003564,3564,3564,1.87216e-07,0.00319,0.05048,0.0001243349753694581,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003565,3565,3565,1.87219e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003566,3566,3566,1.8722e-07,0.00319,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003567,3567,3567,1.87219e-07,0.00319,0.05044,0.00012423645320197045,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003568,3568,3568,1.8722e-07,0.00319,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003569,3569,3569,1.87222e-07,0.00319,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003570,3570,3570,1.87221e-07,0.00319,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003571,3571,3571,1.87221e-07,0.00319,0.05043,0.00012421182266009854,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E003572,3572,3572,1.87221e-07,0.00319,0.05042,0.0001241871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
